Month,Network,Cov_site,District,Issue,Number_ofCell,Downtime_hour,count_Celldown,AV_down,Type
20220731,3G,VTE0391_BANK_SC2,Xaithani,AC Power,8,16.26666667,24,0.677777778,Down
20220731,3G,VTE0392_BANNA_THANGON,Xaithani,AC Power,6,9.4,18,0.522222222,Down
20220731,3G,VTE0394_NAKEA2,Xaithani,AC Power,6,5.8,6,0.966666667,Down
20220731,3G,VTE0395_BUSSTATION_SOUTH,Xaithani,AC Power,4,29.4,16,1.8375,Down
20220731,3G,VTE0398_DANXANG2,Xaithani,AC Power,6,80.9,48,1.685416667,Down
20220731,3G,VTE0401_DONGDOK_APART2,Xaithani,AC Power,3,33,9,3.666666667,Down
20220731,3G,VTE0402_DONGDOK_FOREST_SC,Xaithani,EQUIPMENT,6,50.3,6,8.383333333,Down
20220731,3G,VTE0403_DONGDOK_MK,Xaithani,AC Power,16,123.7333333,32,3.866666667,Down
20220731,3G,VTE0405_DONGKHOUY,Xaithani,AC Power,6,6.2,6,1.033333333,Down
20220731,3G,VTE0411_DONNOUN2,Xaithani,AC Power,6,12.1,18,0.672222222,Down
20220731,3G,VTE0413_DONNOUN5,Xaithani,AC Power,6,49.8,48,1.0375,Down
20220731,3G,VTE0413_DONNOUN5,Xaithani,EQUIPMENT,6,51.4,6,8.566666667,Down
20220731,3G,VTE0414_DONNOUN6,Xaithani,AC Power,6,11.1,18,0.616666667,Down
20220731,3G,VTE0415_DONTIOU,Xaithani,AC Power,6,12.5,18,0.694444444,Down
20220731,3G,VTE0416_DONTIOU2,Xaithani,AC Power,10,23,20,1.15,Down
20220731,3G,VTE0417_DONTIOU3,Xaithani,AC Power,6,21.8,18,1.211111111,Down
20220731,3G,VTE0419_DONGDOK_DORMITORY,Xaithani,AC Power,11,71.51666667,32,2.234895833,Down
20220731,3G,VTE0420_DOUNIEN,Pak-Ngum,AC Power,6,20.7,12,1.725,Down
20220731,3G,VTE0421_HADKIENG,Xaithani,AC Power,8,30,16,1.875,Down
20220731,3G,VTE0421_HADKIENG,Xaithani,EQUIPMENT,8,14.13333333,8,1.766666667,Down
20220731,3G,VTE0423_HUAXIENG,Xaithani,AC Power,6,46.5,6,7.75,Down
20220731,3G,VTE0424_HOUYTEUY,Xaithani,AC Power,6,60.8,30,2.026666667,Down
20220731,3G,VTE0425_HUANA,Xaithani,AC Power,6,4.3,6,0.716666667,Down
20220731,3G,VTE0425_HUANA,Xaithani,OPTIC,6,15,6,2.5,Down
20220731,3G,VTE0430_KEVIN_SC,Xaithani,AC Power,8,41.73333333,32,1.304166667,Down
20220731,3G,VTE0432_KHOK_NOY,Xaithani,AC Power,8,21.2,16,1.325,Down
20220731,3G,VTE0436_KHOK_NOY2,Xaithani,AC Power,6,79.6,18,4.422222222,Down
20220731,3G,VTE0437_XOK_YAI3,Xaisettha,AC Power,12,32.13333333,20,1.606666667,Down
20220731,3G,VTE0437_XOK_YAI3,Xaisettha,BTS,8,8.133333333,16,0.508333333,Down
20220731,3G,VTE0437_XOK_YAI3,Xaisettha,EQUIPMENT,8,16.93333333,8,2.116666667,Down
20220731,3G,VTE0437_XOK_YAI3,Xaisettha,OPTIC,12,14.8,12,1.233333333,Down
20220731,3G,VTE0440_KHOKSIVILAI,Xaithani,AC Power,6,15.8,6,2.633333333,Down
20220731,3G,VTE0441_KHOK_YAI,Xaithani,AC Power,6,4,6,0.666666667,Down
20220731,3G,VTE0442_KHOUDSAMBATH,Xaithani,AC Power,6,42.5,30,1.416666667,Down
20220731,3G,VTE0444_KM24_PHAILOM,Xaithani,EQUIPMENT,6,9.9,6,1.65,Down
20220731,3G,VTE0446_KM27_ARMY_COVID,Xaithani,AC Power,2,2.733333333,2,1.366666667,Down
20220731,3G,VTE0450_KM8_SOUTH,Xaithani,AC Power,6,6,6,1,Down
20220731,3G,VTE0452_LADKOUY,Xaithani,AC Power,6,10.3,12,0.858333333,Down
20220731,3G,VTE0453_LADKOUY2,Xaithani,AC Power,4,1.8,4,0.45,Down
20220731,3G,VTE0454_NONGPHAYA_STORE,Xaithani,AC Power,6,6,6,1,Down
20220731,3G,VTE0456_NABONG_SC,Xaithani,AC Power,8,24.4,16,1.525,Down
20220731,3G,VTE0457_NAKHUNTHOUNG,Xaithani,AC Power,6,44.3,30,1.476666667,Down
20220731,3G,VTE0458_NAKHUNTHOUNG2,Xaithani,AC Power,6,4.3,6,0.716666667,Down
20220731,3G,VTE0459_NAKOUNG,Xaithani,AC Power,6,3.5,6,0.583333333,Down
20220731,3G,VTE0460_NAMON,Xaithani,AC Power,4,5,4,1.25,Down
20220731,3G,VTE0461_NANGARM_KAO,Pak-Ngum,AC Power,6,4.3,6,0.716666667,Down
20220731,3G,VTE0464_NATHOM,Xaithani,AC Power,8,17.2,8,2.15,Down
20220731,3G,VTE0466_NATHOM2,Xaithani,AC Power,6,28.6,6,4.766666667,Down
20220731,3G,VTE0468_NONBORKEO2,Xaithani,AC Power,6,14,12,1.166666667,Down
20220731,3G,VTE0469_NONSAART,Xaithani,AC Power,10,12.8,18,0.711111111,Down
20220731,3G,VTE0470_NONSAART_JUDSUN,Xaithani,AC Power,6,34.8,18,1.933333333,Down
20220731,3G,VTE0471_NONSAART_MK,Xaithani,AC Power,8,10.8,16,0.675,Down
20220731,3G,VTE0473_NONBUA,Xaithani,AC Power,6,34.9,12,2.908333333,Down
20220731,3G,VTE0474_NONGKHENG,Xaithani,AC Power,6,37.3,18,2.072222222,Down
20220731,3G,VTE0475_NONGNO,Xaithani,AC Power,10,61,30,2.033333333,Down
20220731,3G,VTE0477_NONGPHAYA2,Xaithani,AC Power,10,27.16666667,30,0.905555556,Down
20220731,3G,VTE0478_NONGPHAYA3,Xaithani,AC Power,8,12.53333333,16,0.783333333,Down
20220731,3G,VTE0481_NONGSONGHONG,Xaithani,AC Power,4,7.333333333,8,0.916666667,Down
20220731,3G,VTE0482_NONGVIENGKHAM,Xaithani,AC Power,8,10.93333333,8,1.366666667,Down
20220731,3G,VTE0483_NONGVIENGKHAM2,Xaithani,AC Power,6,6,6,1,Down
20220731,3G,VTE0485_NONSENGCHAN,Xaithani,AC Power,6,8.1,12,0.675,Down
20220731,3G,VTE0486_VIENGKEO,Xaithani,AC Power,8,60.53333333,32,1.891666667,Down
20220731,3G,VTE0487_JUMBO,Xaithani,AC Power,8,46.4,24,1.933333333,Down
20220731,3G,VTE0488_NONSENGCHAN2,Xaithani,AC Power,6,33,6,5.5,Down
20220731,3G,VTE0489_NONTHONG,Xaithani,AC Power,6,1.8,6,0.3,Down
20220731,3G,VTE0491_NUOL,Xaithani,AC Power,12,42.6,24,1.775,Down
20220731,3G,VTE0492_NUOL_HOLLPHUKYING,Xaithani,AC Power,6,3.5,6,0.583333333,Down
20220731,3G,VTE0493_NUOL_KHANASUNGKHOM,Xaithani,AC Power,6,27.9,6,4.65,Down
20220731,3G,VTE0494_NUOL_SETTHASAT,Xaithani,AC Power,6,3.5,6,0.583333333,Down
20220731,3G,VTE0495_NUOL_TEUKM,Xaithani,AC Power,6,3.5,6,0.583333333,Down
20220731,3G,VTE0496_NUOL2,Xaithani,EQUIPMENT,6,27.4,6,4.566666667,Down
20220731,3G,VTE0499_OUDOMPHON3,Xaithani,AC Power,6,3.9,6,0.65,Down
20220731,3G,VTE0500_PAKXAPKAO,Xaithani,AC Power,6,15.8,12,1.316666667,Down
20220731,3G,VTE0503_KM19_PHOKHAM,Xaithani,AC Power,6,14.7,18,0.816666667,Down
20220731,3G,VTE0504_KM19_PHOKHAM2,Xaithani,AC Power,8,35.46666667,8,4.433333333,Down
20220731,3G,VTE0505_PHONHAIKHAM,Xaithani,AC Power,6,18.7,12,1.558333333,Down
20220731,3G,VTE0507_PHONNGARM_THADINDENG,Xaithani,AC Power,8,60.8,40,1.52,Down
20220731,3G,VTE0508_PHONNGARM_VERNKHAM,Xaithani,AC Power,6,17.9,18,0.994444444,Down
20220731,3G,VTE0509_PHONNGARM_THADINDENG2,Xaithani,AC Power,6,15.3,6,2.55,Down
20220731,3G,VTE0510_PHONPHENG,Xaithani,AC Power,8,16.93333333,24,0.705555556,Down
20220731,3G,VTE0513_PHONXAI_VERNKHAM,Xaithani,AC Power,12,98.45,57,1.727192982,Down
20220731,3G,VTE0514_PHOUKHAM,Xaithani,AC Power,6,10.5,18,0.583333333,Down
20220731,3G,VTE0515_POLICE_CCTV,Xaithani,AC Power,6,3.5,6,0.583333333,Down
20220731,3G,VTE0516_POLICE_VERNKHAM,Xaithani,AC Power,6,52.3,30,1.743333333,Down
20220731,3G,VTE0518_SAISAWANG,Xaithani,AC Power,8,53.2,72,0.738888889,Down
20220731,3G,VTE0518_SAISAWANG,Xaithani,BTS,8,3.6,8,0.45,Down
20220731,3G,VTE0520_SAMBONE,Xaithani,AC Power,6,10.4,12,0.866666667,Down
20220731,3G,VTE0521_SAMSAART,Xaithani,AC Power,8,50.4,40,1.26,Down
20220731,3G,VTE0522_KM9_SANG,Xaithani,AC Power,6,14.7,18,0.816666667,Down
20220731,3G,VTE0525_SAPHANGKANONG,Xaithani,AC Power,6,36.1,12,3.008333333,Down
20220731,3G,VTE0529_SEAGAME_WOMEN,Xaithani,AC Power,8,59.73333333,32,1.866666667,Down
20220731,3G,VTE0530_SENOUDOM,Xaithani,AC Power,6,21.1,12,1.758333333,Down
20220731,3G,VTE0535_TADTEVADA,Xaithani,AC Power,12,63.8,36,1.772222222,Down
20220731,3G,VTE0536_TANMIXAI_RSU,Xaithani,AC Power,12,11.4,12,0.95,Down
20220731,3G,VTE0538_TANMIXAI3,Xaithani,AC Power,8,43.2,32,1.35,Down
20220731,3G,VTE0539_THASOMMOR,Xaithani,AC Power,6,25.7,6,4.283333333,Down
20220731,3G,VTE0540_THADINDENG,Xaithani,AC Power,6,17.6,12,1.466666667,Down
20220731,3G,VTE0541_THADORKKHAM,Xaithani,AC Power,6,33.6,24,1.4,Down
20220731,3G,VTE0542_THANAK,Xaithani,AC Power,6,14.6,6,2.433333333,Down
20220731,3G,VTE0544_THANGON,Xaithani,AC Power,12,11.2,12,0.933333333,Down
20220731,3G,VTE0545_THASAWANG,Xaithani,AC Power,6,31.5,24,1.3125,Down
20220731,3G,VTE0546_THISADEE_SC,Xaithani,AC Power,6,19.4,24,0.808333333,Down
20220731,3G,VTE0546_THISADEE_SC,Xaithani,BTS,6,6.7,12,0.558333333,Down
20220731,3G,VTE0548_THADUA,Hatxayfong,AC Power,6,7,12,0.583333333,Down
20220731,3G,VTE0549_VITAPARK,Xaithani,AC Power,6,43.3,18,2.405555556,Down
20220731,3G,VTE0550_VERNKHAM,Xaithani,AC Power,10,69,40,1.725,Down
20220731,3G,VTE0552_VERNTHEN,Pak-Ngum,AC Power,4,78.4,16,4.9,Down
20220731,3G,VTE0553_VERNKHEN,Pak-Ngum,AC Power,6,23.4,30,0.78,Down
20220731,3G,VTE0555_XANGKHOU2,Xaithani,AC Power,6,3.5,6,0.583333333,Down
20220731,3G,VTE0556_XANGKHOU3,Xaithani,AC Power,6,24.5,24,1.020833333,Down
20220731,3G,VTE0562_CHIAMPANG,Hatxayfong,AC Power,6,22.5,24,0.9375,Down
20220731,3G,VTE0562_CHIAMPANG,Hatxayfong,EQUIPMENT,6,1.4,6,0.233333333,Down
20220731,3G,VTE0564_DORMITORY_DKX,Hatxayfong,AC Power,6,9.1,6,1.516666667,Down
20220731,3G,VTE0571_DONGKHAMXANG_FINANCE,Hatxayfong,AC Power,20,25.73333333,20,1.286666667,Down
20220731,3G,VTE0576_DONGPHONHEA,Hatxayfong,AC Power,6,9.9,6,1.65,Down
20220731,3G,VTE0579_DONGPHONLAO,Hatxayfong,AC Power,6,2,6,0.333333333,Down
20220731,3G,VTE0580_DONHOR,Hatxayfong,AC Power,6,34.1,18,1.894444444,Down
20220731,3G,VTE0581_GOLFLONGBIEN,Hatxayfong,AC Power,6,14.7,18,0.816666667,Down
20220731,3G,VTE0582_HADXAYKHAO,Hatxayfong,AC Power,6,3.4,6,0.566666667,Down
20220731,3G,VTE0584_HADDORKKEO,Hatxayfong,AC Power,6,32.3,24,1.345833333,Down
20220731,3G,VTE0585_HADKANXA,Hatxayfong,AC Power,6,7.1,6,1.183333333,Down
20220731,3G,VTE0587_KEANGPAYANG,Hatxayfong,OPTIC,6,16.4,6,2.733333333,Down
20220731,3G,VTE0589_KHAMCHALERN,Hatxayfong,AC Power,6,8.2,18,0.455555556,Down
20220731,3G,VTE0590_KHOKXAY,Hatxayfong,AC Power,4,46.73333333,24,1.947222222,Down
20220731,3G,VTE0590_KHOKXAY,Hatxayfong,EQUIPMENT,4,1.466666667,4,0.366666667,Down
20220731,3G,VTE0591_KM7_LAMNAO,Hatxayfong,AC Power,6,4.2,12,0.35,Down
20220731,3G,VTE0591_KM7_LAMNAO,Hatxayfong,EQUIPMENT,6,12.5,6,2.083333333,Down
20220731,3G,VTE0592_KM8_SOMVANG,Hatxayfong,AC Power,6,3,6,0.5,Down
20220731,3G,VTE0593_KM9_SOMVANG,Hatxayfong,AC Power,6,5.4,12,0.45,Down
20220731,3G,VTE0596_NAHAI2,Hatxayfong,AC Power,6,9.9,6,1.65,Down
20220731,3G,VTE0597_NAHAI3,Hatxayfong,AC Power,6,24.4,12,2.033333333,Down
20220731,3G,VTE0599_NATHAM_HADXAYFONG,Hatxayfong,AC Power,6,48.2,36,1.338888889,Down
20220731,3G,VTE0599_NATHAM_HADXAYFONG,Hatxayfong,EQUIPMENT,6,2.2,6,0.366666667,Down
20220731,3G,VTE0601_NONGHAI3,Hatxayfong,AC Power,6,15.5,24,0.645833333,Down
20220731,3G,VTE0602_NONGHAI4,Hatxayfong,AC Power,6,16,12,1.333333333,Down
20220731,3G,VTE0603_NONGHAI2,Hatxayfong,AC Power,6,21.9,24,0.9125,Down
20220731,3G,VTE0603_NONGHAI2,Hatxayfong,RECTIFIER,6,10,6,1.666666667,Down
20220731,3G,VTE0604_NONGHEO,Hatxayfong,AC Power,6,1.3,6,0.216666667,Down
20220731,3G,VTE0608_NONGPEAN_NEUA,Hatxayfong,AC Power,4,5.466666667,12,0.455555556,Down
20220731,3G,VTE0610_NONGVENG,Hatxayfong,AC Power,6,3.1,6,0.516666667,Down
20220731,3G,VTE0611_NONGVENG2,Hatxayfong,AC Power,4,2.066666667,4,0.516666667,Down
20220731,3G,VTE0613_PHONNGEN,Hatxayfong,OPTIC,6,10.5,6,1.75,Down
20220731,3G,VTE0618_SALAKHAM3,Hatxayfong,AC Power,6,23.2,6,3.866666667,Down
20220731,3G,VTE0619_SIMMANO,Hatxayfong,AC Power,8,73.86666667,24,3.077777778,Down
20220731,3G,VTE0622_SITHAN_TAI,Hatxayfong,AC Power,6,1.2,6,0.2,Down
20220731,3G,VTE0623_SOMHONG,Hatxayfong,AC Power,6,18.3,24,0.7625,Down
20220731,3G,VTE0624_SOMSANOOK,Hatxayfong,AC Power,6,18.6,30,0.62,Down
20220731,3G,VTE0627_THAKHEK,Hatxayfong,AC Power,6,18.1,18,1.005555556,Down
20220731,3G,VTE0629_THAMOUANG2,Hatxayfong,AC Power,6,32.5,24,1.354166667,Down
20220731,3G,VTE0631_THANALEANG,Hatxayfong,AC Power,4,0.8,4,0.2,Down
20220731,3G,VTE0632_THANALEANG_BRIDGE,Hatxayfong,AC Power,6,1.2,6,0.2,Down
20220731,3G,VTE0637_TRAINSTATION,Hatxayfong,CHANGE,6,1.5,6,0.25,Down
20220731,3G,VTE0639_XAYFONG_TAI,Hatxayfong,AC Power,4,35.93333333,16,2.245833333,Down
20220731,3G,VTE0639_XAYFONG_TAI,Hatxayfong,EQUIPMENT,4,1.466666667,4,0.366666667,Down
20220731,3G,VTE0639_XAYFONG_TAI,Hatxayfong,RECTIFIER,4,59.06666667,4,14.76666667,Down
20220731,3G,VTE0640_XIENGKHUAN,Hatxayfong,AC Power,6,8.2,18,0.455555556,Down
20220731,3G,VTE0641_XIENGKHUAN2,Hatxayfong,AC Power,6,7,12,0.583333333,Down
20220731,3G,VTE0643_BANKOUA,Sangthong,AC Power,6,72.03333333,30,2.401111111,Down
20220731,3G,VTE0643_BANKOUA,Sangthong,TRANS,2,31.9,2,15.95,Down
20220731,3G,VTE0644_BANKUAYXOR,Sangthong,AC Power,4,69.26666667,28,2.473809524,Down
20220731,3G,VTE0646_HOUYHANG,Sangthong,AC Power,3,31.9,21,1.519047619,Down
20220731,3G,VTE0648_HOUYKHAM,Sangthong,AC Power,6,9.5,6,1.583333333,Down
20220731,3G,VTE0649_HOUYLAR,Sangthong,AC Power,4,43.26666667,32,1.352083333,Down
20220731,3G,VTE0652_LTC_SANGTHONG,Sangthong,AC Power,10,12,20,0.6,Down
20220731,3G,VTE0653_NAENANG,Sangthong,AC Power,8,21.6,24,0.9,Down
20220731,3G,VTE0656_NAPOR,Sangthong,AC Power,4,9.733333333,4,2.433333333,Down
20220731,3G,VTE0657_PARKTHEAP,Sangthong,AC Power,4,10.33333333,12,0.861111111,Down
20220731,3G,VTE0663_SAMPHANNA2,Sangthong,AC Power,10,19.83333333,20,0.991666667,Down
20220731,3G,VTE0668_VANGMAR,sangthong,AC Power,4,58.8,4,14.7,Down
20220731,3G,VTE0668_VANGMAR,sangthong,OPTIC,4,3.066666667,4,0.766666667,Down
20220731,3G,VTE0669_VIEWNAMKHONG,Sangthong,AC Power,6,38.5,12,3.208333333,Down
20220731,3G,VTE0670_WATPHA_TUMNAMYOI,Sikhottabong,AC Power,6,48.8,6,8.133333333,Down
20220731,3G,VTE0671_XOR,Sangthong,AC Power,4,76.13333333,12,6.344444444,Down
20220731,3G,VTE0673_PHONSAWATH,Sikhottabong,AC Power,6,5,6,0.833333333,Down
20220731,3G,VTE0676_SOMSAWATH,Pak-Ngum,AC Power,6,1.7,6,0.283333333,Down
20220731,3G,VTE0679_BANPHAO,Pak-Ngum,AC Power,4,2.933333333,8,0.366666667,Down
20220731,3G,VTE0680_BANPHAO2,Pak-Ngum,AC Power,6,23.4,30,0.78,Down
20220731,3G,VTE0684_DONHAI,Pak-Ngum,AC Power,6,25.5,18,1.416666667,Down
20220731,3G,VTE0685_DONSANGPHAI,Pak-Ngum,AC Power,12,42.2,36,1.172222222,Down
20220731,3G,VTE0687_HADVIENGKHAM,Pak-Ngum,AC Power,6,19.9,6,3.316666667,Down
20220731,3G,VTE0687_HADVIENGKHAM,Pak-Ngum,OPTIC,6,97.4,6,16.23333333,Down
20220731,3G,VTE0688_HOUYNAMYOUN,Pak-Ngum,AC Power,3,10.2,12,0.85,Down
20220731,3G,VTE0695_NABONG2,Pak-Ngum,AC Power,6,1.8,6,0.3,Down
20220731,3G,VTE0698_NAKHAY,Pak-Ngum,AC Power,6,44,30,1.466666667,Down
20220731,3G,VTE0699_NALERT,Pak-Ngum,AC Power,5,24.33333333,5,4.866666667,Down
20220731,3G,VTE0700_NANGARM_MAI,Pak-Ngum,AC Power,6,55.5,36,1.541666667,Down
20220731,3G,VTE0702_NATAN,Pak-Ngum,AC Power,6,0.6,6,0.1,Down
20220731,3G,VTE0703_NATHAM_PAKNGEUM,Pak-Ngum,AC Power,6,29.2,6,4.866666667,Down
20220731,3G,VTE0704_NAXA,Pak-Ngum,AC Power,4,14.53333333,8,1.816666667,Down
20220731,3G,VTE0707_NONGDONG,Pak-Ngum,AC Power,6,106.3,36,2.952777778,Down
20220731,3G,VTE0708_NONGKHIED,Pak-Ngum,AC Power,4,13.4,24,0.558333333,Down
20220731,3G,VTE0709_NONGPHUVIENG,Pak-Ngum,AC Power,6,7.7,6,1.283333333,Down
20220731,3G,VTE0711_NONXAY,Pak-Ngum,AC Power,4,12.06666667,16,0.754166667,Down
20220731,3G,VTE0712_PAKNGEUM,Pak-Ngum,AC Power,4,10.53333333,16,0.658333333,Down
20220731,3G,VTE0719_THAKOKHAI,Pak-Ngum,AC Power,6,60.1,12,5.008333333,Down
20220731,3G,VTE0720_THAXANG,Pak-Ngum,AC Power,3,123.55,30,4.118333333,Down
20220731,3G,VTE0721_THINTHIENG,Pak-Ngum,AC Power,4,37.4,4,9.35,Down
20220731,3G,VTE0723_XIENGLEANA,Pak-Ngum,AC Power,14,177.8,42,4.233333333,Down
20220731,3G,VTE0724_VERNKABAO,Pak-Ngum,AC Power,8,137.7333333,16,8.608333333,Down
20220731,3G,VTE0725_BANNON,Pak-Ngum,AC Power,4,23.26666667,12,1.938888889,Down
20220731,3G,VTE0729_TADTHONG3,Sikhottabong,AC Power,6,13.2,18,0.733333333,Down
20220731,3G,VTE0732_NAKEA_RW_STATION,Xaithani,AC Power,8,9.866666667,8,1.233333333,Down
20220731,3G,VTE0749_SANGJIENG_MALL,Sikhottabong,AC Power,6,19.8,6,3.3,Down
20220731,3G,VTE0751_LOGISTIC_PARK,Hatxayfong,AC Power,6,3.7,6,0.616666667,Down
20220731,4G,VTE0002_SAYLOM,Chanthabouri,AC Power,1,0.283333333,1,0.283333333,Down
20220731,4G,VTE0011_DONDENG3,Chanthabouri,OPTIC,15,22.25,30,0.741666667,Down
20220731,4G,VTE0012_DONGMIENG,Chanthabouri,AC Power,9,28.35,27,1.05,Down
20220731,4G,VTE0013_DONGPALEP,Chanthabouri,OPTIC,13,5.633333333,13,0.433333333,Down
20220731,4G,VTE0014_FUJIWARA_RT,Sikhottabong,AC Power,6,5.9,6,0.983333333,Down
20220731,4G,VTE0015_HONGKHA_NEUA,Chanthabouri,EQUIPMENT,9,1.65,9,0.183333333,Down
20220731,4G,VTE0016_HONGXENG,Chanthabouri,AC Power,9,66.3,27,2.455555556,Down
20220731,4G,VTE0020_HOUYHONG_FT,Chanthabouri,AC Power,10,43.28333333,10,4.328333333,Down
20220731,4G,VTE0024_KAONAR_SC,Chanthabouri,AC Power,2,6.3,6,1.05,Down
20220731,4G,VTE0031_NONGPING2,Chanthabouri,AC Power,8,6.8,8,0.85,Down
20220731,4G,VTE0032_NONGTHA_NEUA,Chanthabouri,OPTIC,9,80.25,27,2.972222222,Down
20220731,4G,VTE0048_SHOPPINGMALL,Sisattanak,AC Power,9,9,9,1,Down
20220731,4G,VTE0051_SIHOM,Chanthabouri,AC Power,4,8.066666667,8,1.008333333,Down
20220731,4G,VTE0054_SISAWATH_TEMPLE,Chanthabouri,AC Power,10,6.166666667,10,0.616666667,Down
20220731,4G,VTE0055_SOUKSAVATH_SC,Chanthabouri,TRANS,8,81.06666667,8,10.13333333,Down
20220731,4G,VTE0056_STADIUM,Chanthabouri,AC Power,16,49.86666667,32,1.558333333,Down
20220731,4G,VTE0058_THONGKHUNKHAM,Chanthabouri,AC Power,14,8.633333333,14,0.616666667,Down
20220731,4G,VTE0059_THONGSANGNANG,Chanthabouri,AC Power,9,15.45,9,1.716666667,Down
20220731,4G,VTE0060_THONGSANGNANG2,Chanthabouri,AC Power,9,15.45,9,1.716666667,Down
20220731,4G,VTE0069_ANGYAI,Sikhottabong,AC Power,5,24.58333333,5,4.916666667,Down
20220731,4G,VTE0071_DANKHAM_NONSAWANG,Sikhottabong,AC Power,11,35.93333333,22,1.633333333,Down
20220731,4G,VTE0073_DONGNASOKTAI,Sikhottabong,AC Power,17,13.31666667,17,0.783333333,Down
20220731,4G,VTE0074_DONGNATONG,Sikhottabong,AC Power,9,43.65,9,4.85,Down
20220731,4G,VTE0075_GOLF_CLUB,Sikhottabong,AC Power,3,5.25,6,0.875,Down
20220731,4G,VTE0078_JUDSUN_ARMY,Naxaythong,AC Power,20,47.66666667,40,1.191666667,Down
20220731,4G,VTE0079_JUDSUN_ARMY2,Naxaythong,AC Power,7,12.25,14,0.875,Down
20220731,4G,VTE0083_LAKHINE,Sikhottabong,AC Power,13,68.9,65,1.06,Down
20220731,4G,VTE0084_LTC_VIP_HOUSE,Chanthabouri,AC Power,1,12.85,4,3.2125,Down
20220731,4G,VTE0085_MEKONGBEACH,Sikhottabong,AC Power,10,20.83333333,30,0.694444444,Down
20220731,4G,VTE0087_MOONTHENIGHT,Sikhottabong,EQUIPMENT,9,38.55,9,4.283333333,Down
20220731,4G,VTE0090_NAHAE,Sikhottabong,AC Power,13,64.35,26,2.475,Down
20220731,4G,VTE0093_NAMPAPAKAOLIEW,Sikhottabong,AC Power,8,22.53333333,24,0.938888889,Down
20220731,4G,VTE0094_NEWTOWN,Sikhottabong,AC Power,14,58.1,42,1.383333333,Down
20220731,4G,VTE0095_NONESAVANH,Sikhottabong,AC Power,14,33.2,41,0.809756098,Down
20220731,4G,VTE0095_NONSAVAN,Xaisettha,AC Power,11,9.166666667,11,0.833333333,Down
20220731,4G,VTE0098_NONGBUATHONGTAI,Sikhottabong,AC Power,10,138,50,2.76,Down
20220731,4G,VTE0099_NONGDA,Sikhottabong,AC Power,9,99.6,27,3.688888889,Down
20220731,4G,VTE0100_NONGDA2,Sikhottabong,AC Power,9,25.35,27,0.938888889,Down
20220731,4G,VTE0102_NONGDUANG_MK,Sikhottabong,AC Power,16,147.4666667,80,1.843333333,Down
20220731,4G,VTE0104_NONGNIEW,Sikhottabong,AC Power,16,174.4333333,48,3.634027778,Down
20220731,4G,VTE0104_NONGNIEW,Sikhottabong,EQUIPMENT,13,7.15,13,0.55,Down
20220731,4G,VTE0105_NONGNIEW_SCHOOL,Sikhottabong,AC Power,9,85.5,18,4.75,Down
20220731,4G,VTE0106_NONGNIEWNEW,Sikhottabong,AC Power,12,161.15,48,3.357291667,Down
20220731,4G,VTE0107_NONGPANAI_KOKPO_MK,Sikhottabong,BTS,9,6.45,9,0.716666667,Down
20220731,4G,VTE0109_NONGTENG_MK,Sikhottabong,AC Power,11,5.866666667,11,0.533333333,Down
20220731,4G,VTE0110_NONGTENGNEUA,Sikhottabong,AC Power,16,80.9,67,1.207462687,Down
20220731,4G,VTE0110_NONGTENGNEUA,Sikhottabong,RECTIFIER,16,97.6,16,6.1,Down
20220731,4G,VTE0113_NONKEO,Sikhottabong,AC Power,13,8.666666667,13,0.666666667,Down
20220731,4G,VTE0114_NONKHILEK,Sikhottabong,AC Power,34,223.5333333,184,1.214855072,Down
20220731,4G,VTE0115_NONSAWANG,Sikhottabong,AC Power,6,5,6,0.833333333,Down
20220731,4G,VTE0116_NORTHBUS_STATION,Sikhottabong,AC Power,9,132.3,36,3.675,Down
20220731,4G,VTE0117_PAKTHANG,Sikhottabong,AC Power,15,47.25,15,3.15,Down
20220731,4G,VTE0118_PAKTHANGNEUA,Sikhottabong,AC Power,14,19.6,28,0.7,Down
20220731,4G,VTE0119_PHONKHAM_NONGPING,Chanthabouri,EQUIPMENT,13,113.5333333,13,8.733333333,Down
20220731,4G,VTE0120_PHONSAWATTAI,Chanthabouri,AC Power,11,51.7,22,2.35,Down
20220731,4G,VTE0121_PHONSOMBOUN,Sikhottabong,AC Power,11,27.5,33,0.833333333,Down
20220731,4G,VTE0122_PHONSOMBOUN2,Sikhottabong,AC Power,7,5.833333333,7,0.833333333,Down
20220731,4G,VTE0123_PHONSOMBOUN3,Sikhottabong,AC Power,9,10.9,12,0.908333333,Down
20220731,4G,VTE0124_PHOSI,Sikhottabong,OPTIC,8,36.26666667,8,4.533333333,Down
20220731,4G,VTE0126_SESUAN,Sikhottabong,AC Power,9,6.15,9,0.683333333,Down
20220731,4G,VTE0126_SESUAN,Sikhottabong,EQUIPMENT,9,53.25,9,5.916666667,Down
20220731,4G,VTE0127_SIBOONHEUANGTHA,Sikhottabong,AC Power,2,2.3,4,0.575,Down
20220731,4G,VTE0129_SIKHAI_MK,Sikhottabong,AC Power,9,34.8,9,3.866666667,Down
20220731,4G,VTE0130_SIKHAITHONG,Sikhottabong,AC Power,11,6.966666667,11,0.633333333,Down
20220731,4G,VTE0131_SITHANNEUA,Sikhottabong,AC Power,10,7.833333333,10,0.783333333,Down
20220731,4G,VTE0131_SITHANNEUA,Sikhottabong,BTS,10,36.5,10,3.65,Down
