Month,Network,Cov_site,District,Issue,Number_ofCell,Downtime_hour,count_Celldown,AV_down,Type
20221031,4G,VTE0284_PHIAWAT,Sisattanak,AC Power,6,30.7,6,5.116666667,Down
20221031,4G,VTE0288_PHONPAPAO3,Sisattanak,AC Power,6,3.8,6,0.633333333,Down
20221031,4G,VTE0289_PHONPAPAOTHONG,Xaisettha,AC Power,13,8.45,13,0.65,Down
20221031,4G,VTE0290_PHONSAVANHNEUA,Sisattanak,AC Power,9,6.15,9,0.683333333,Down
20221031,4G,VTE0295_SAPHANTHONGNEUA,Sisattanak,AC Power,6,7.1,12,0.591666667,Down
20221031,4G,VTE0297_SATHASCHOOL,Sisattanak,AC Power,6,30.6,6,5.1,Down
20221031,4G,VTE0309_THONGPHANTHONG2,Sisattanak,AC Power,9,25.05,9,2.783333333,Down
20221031,4G,VTE0319_THONGMUNG_FT,Xaithani,AC Power,11,74.23333333,51,1.455555556,Down
20221031,4G,VTE0323_CHEANGSAWANG,Naxaythong,AC Power,16,29.33333333,16,1.833333333,Down
20221031,4G,VTE0325_DANXY4_EW,Naxaythong,AC Power,4,23,12,1.916666667,Down
20221031,4G,VTE0326_DANXY2,Naxaythong,AC Power,9,51.75,27,1.916666667,Down
20221031,4G,VTE0327_DANXY3,Naxaythong,AC Power,4,23,12,1.916666667,Down
20221031,4G,VTE0335_HOUMBENG,Naxaythong,AC Power,3,0.55,3,0.183333333,Down
20221031,4G,VTE0343_NAKHOUN,Naxaythong,AC Power,9,25.05,9,2.783333333,Down
20221031,4G,VTE0344_NAKHOUN2,Naxaythong,OPTIC,6,1.3,6,0.216666667,Down
20221031,4G,VTE0347_NALOM,Xaithani,AC Power,9,26.63333333,17,1.566666667,Down
20221031,4G,VTE0353_NASIEW3,Naxaythong,AC Power,36,93.6,72,1.3,Down
20221031,4G,VTE0353_NASIEW3,Naxaythong,OPTIC,10,8.5,10,0.85,Down
20221031,4G,VTE0362_NAXONE_NAXAYTHONG,Naxaythong,AC Power,10,64.83333333,30,2.161111111,Down
20221031,4G,VTE0363_NAXAP_EW,Naxaythong,AC Power,4,25.93333333,12,2.161111111,Down
20221031,4G,VTE0364_NAYANG,Naxaythong,AC Power,6,23.3,6,3.883333333,Down
20221031,4G,VTE0366_NONGNGAO2,Naxaythong,AC Power,10,12.33333333,10,1.233333333,Down
20221031,4G,VTE0367_NONGKHUNKHOU,Naxaythong,AC Power,6,38.9,18,2.161111111,Down
20221031,4G,VTE0369_PAKHET,Naxaythong,AC Power,12,73,36,2.027777778,Down
20221031,4G,VTE0371_PAKHET3,Naxaythong,AC Power,3,21.85,3,7.283333333,Down
20221031,4G,VTE0372_PHANGHENG,Naxaythong,AC Power,2,0.466666667,2,0.233333333,Down
20221031,4G,VTE0373_PHANGHENG2,Naxaythong,AC Power,8,4.666666667,8,0.583333333,Down
20221031,4G,VTE0375_PHONKEO,Naxaythong,AC Power,3,4.65,3,1.55,Down
20221031,4G,VTE0376_PHONKHAM_NAXAYTHONG2_EW,Naxaythong,AC Power,4,8.4,4,2.1,Down
20221031,4G,VTE0377_PHONKHAM_NAXAYTHONG,Naxaythong,AC Power,14,26.6,14,1.9,Down
20221031,4G,VTE0379_PHONSAVAN_NAXAYTHONG,Naxaythong,AC Power,9,1.05,9,0.116666667,Down
20221031,4G,VTE0384_SIKERT2,Naxaythong,OPTIC,13,3.683333333,13,0.283333333,Down
20221031,4G,VTE0387_TADXONE,Naxaythong,AC Power,1,7.266666667,5,1.453333333,Down
20221031,4G,VTE0387_TADXONE,Naxaythong,BTS,1,0.633333333,1,0.633333333,Down
20221031,4G,VTE0389_BANHAI_VERNKHAM,Xaithani,AC Power,9,31.2,18,1.733333333,Down
20221031,4G,VTE0390_BANK_SC,Xaithani,AC Power,11,5.5,11,0.5,Down
20221031,4G,VTE0393_NAKEA,Xaithani,AC Power,8,4.933333333,8,0.616666667,Down
20221031,4G,VTE0405_DONGKHOUY,Xaithani,AC Power,6,2.6,6,0.433333333,Down
20221031,4G,VTE0413_DONNOUN5,Xaithani,AC Power,9,8.85,9,0.983333333,Down
20221031,4G,VTE0416_DONTIOU2,Xaithani,AC Power,9,36,18,2,Down
20221031,4G,VTE0417_DONTIOU3,Xaithani,AC Power,11,44,22,2,Down
20221031,4G,VTE0421_HADKIENG,Xaithani,AC Power,17,52.7,17,3.1,Down
20221031,4G,VTE0422_HADKIENG2,Xaithani,AC Power,6,5.1,6,0.85,Down
20221031,4G,VTE0423_HUAXIENG,Xaithani,AC Power,9,3.9,9,0.433333333,Down
20221031,4G,VTE0424_HOUYTEUY,Xaithani,AC Power,12,49.6,12,4.133333333,Down
20221031,4G,VTE0426_HOUYDENMUANG,Xaithani,AC Power,10,4.833333333,10,0.483333333,Down
20221031,4G,VTE0437_XOK_YAI3,Xaisettha,AC Power,19,2.85,19,0.15,Down
20221031,4G,VTE0438_XOK_YAI4,Xaisettha,OPTIC,6,1.5,6,0.25,Down
20221031,4G,VTE0441_KHOK_YAI,Xaithani,AC Power,10,1.666666667,10,0.166666667,Down
20221031,4G,VTE0442_KHOUDSAMBATH,Xaithani,AC Power,7,35.35,14,2.525,Down
20221031,4G,VTE0447_KM27_SOMSAVANH,Xaithani,AC Power,10,3,10,0.3,Down
20221031,4G,VTE0450_KM8_SOUTH,Xaithani,AC Power,9,27.75,9,3.083333333,Down
20221031,4G,VTE0459_NAKOUNG,Xaithani,AC Power,6,18.6,6,3.1,Down
20221031,4G,VTE0460_NAMON,Xaithani,AC Power,6,13.1,18,0.727777778,Down
20221031,4G,VTE0462_NAPHOK,Xaithani,AC Power,11,29.7,11,2.7,Down
20221031,4G,VTE0473_NONBUA,Xaithani,AC Power,6,36.1,18,2.005555556,Down
20221031,4G,VTE0474_NONGKHENG,Xaithani,AC Power,4,6,4,1.5,Down
20221031,4G,VTE0475_NONGNO,Xaithani,AC Power,6,7.9,6,1.316666667,Down
20221031,4G,VTE0483_NONGVIENGKHAM2,Xaithani,AC Power,11,5.316666667,11,0.483333333,Down
20221031,4G,VTE0486_VIENGKEO,Xaithani,AC Power,22,47.3,44,1.075,Down
20221031,4G,VTE0488_NONSENGCHAN2,Xaithani,AC Power,3,6.45,6,1.075,Down
20221031,4G,VTE0489_NONTHONG,Xaithani,AC Power,6,5.3,6,0.883333333,Down
20221031,4G,VTE0490_NONTHONG_MK,Xaithani,AC Power,10,18.33333333,20,0.916666667,Down
20221031,4G,VTE0499_OUDOMPHON3,Xaithani,AC Power,6,2.6,6,0.433333333,Down
20221031,4G,VTE0504_KM19_PHOKHAM2,Xaithani,AC Power,9,18.75,9,2.083333333,Down
20221031,4G,VTE0505_PHONHAIKHAM,Xaithani,AC Power,6,21.7,12,1.808333333,Down
20221031,4G,VTE0506_PHONHAIKHAM_FT,Xaithani,AC Power,8,24.8,8,3.1,Down
20221031,4G,VTE0508_PHONNGARM_VERNKHAM,Xaithani,AC Power,11,14.11666667,11,1.283333333,Down
20221031,4G,VTE0509_PHONNGARM_THADINDENG2,Xaithani,AC Power,11,35.56666667,22,1.616666667,Down
20221031,4G,VTE0510_PHONPHENG,Xaithani,AC Power,3,19.8,9,2.2,Down
20221031,4G,VTE0511_PHONXAI_VERNKHAM2,Xaithani,AC Power,2,4.2,2,2.1,Down
20221031,4G,VTE0513_PHONXAI_VERNKHAM,Xaithani,AC Power,6,10.7,6,1.783333333,Down
20221031,4G,VTE0516_POLICE_VERNKHAM,Xaithani,AC Power,15,13.75,15,0.916666667,Down
20221031,4G,VTE0518_SAISAWANG,Xaithani,AC Power,17,41.93333333,68,0.616666667,Down
20221031,4G,VTE0520_SAMBONE,Xaithani,AC Power,3,15.45,9,1.716666667,Down
20221031,4G,VTE0521_SAMSAART,Xaithani,AC Power,7,14.93333333,7,2.133333333,Down
20221031,4G,VTE0523_SANGHUABOR,Xaithani,AC Power,3,1.3,3,0.433333333,Down
20221031,4G,VTE0529_SEAGAME_WOMEN,Xaithani,AC Power,8,106,8,13.25,Down
20221031,4G,VTE0533_SIVILAI3,Xaithani,AC Power,11,6.6,11,0.6,Down
20221031,4G,VTE0541_THADORKKHAM,Xaithani,AC Power,6,4.8,6,0.8,Down
20221031,4G,VTE0542_THANAK,Xaithani,AC Power,7,17.38333333,7,2.483333333,Down
20221031,4G,VTE0543_THANGBENG_NABONG,Xaithani,AC Power,6,9.8,12,0.816666667,Down
20221031,4G,VTE0545_THASAWANG,Xaithani,AC Power,9,2.7,9,0.3,Down
20221031,4G,VTE0548_THADUA,Hatxayfong,AC Power,1,1.15,2,0.575,Down
20221031,4G,VTE0550_VERNKHAM,Xaithani,AC Power,10,49.83333333,30,1.661111111,Down
20221031,4G,VTE0553_VERNKHEN,Pak-Ngum,AC Power,3,1.35,3,0.45,Down
20221031,4G,VTE0557_XAYSOMBOUN,Xaithani,AC Power,11,4.766666667,11,0.433333333,Down
20221031,4G,VTE0558_BOR_O,Hatxayfong,AC Power,10,58.83333333,10,5.883333333,Down
20221031,4G,VTE0569_DONKASAY,Hatxayfong,AC Power,8,47.2,8,5.9,Down
20221031,4G,VTE0572_DONGKHAMXANG2,Hatxayfong,AC Power,9,16.8,18,0.933333333,Down
20221031,4G,VTE0573_DONGKHAMXANG3,Hatxayfong,AC Power,15,41.5,15,2.766666667,Down
20221031,4G,VTE0574_DONGKHAMXANG4,Hatxayfong,AC Power,11,31.9,33,0.966666667,Down
20221031,4G,VTE0575_DONGKHAMXANG5,Hatxayfong,AC Power,7,19.36666667,7,2.766666667,Down
20221031,4G,VTE0579_DONGPHONLAO,Hatxayfong,AC Power,9,17.4,27,0.644444444,Down
20221031,4G,VTE0582_HADXAYKHAO,Hatxayfong,AC Power,8,4.266666667,8,0.533333333,Down
20221031,4G,VTE0583_HADXAYKHAO2,Hatxayfong,AC Power,8,4.266666667,8,0.533333333,Down
20221031,4G,VTE0589_KHAMCHALERN,Hatxayfong,AC Power,3,3.45,6,0.575,Down
20221031,4G,VTE0591_KM7_LAMNAO,Hatxayfong,AC Power,13,7.15,13,0.55,Down
20221031,4G,VTE0593_KM9_SOMVANG,Hatxayfong,AC Power,6,3.3,6,0.55,Down
20221031,4G,VTE0593_KM9_SOMVANG,Hatxayfong,OPTIC,36,110.4,36,3.066666667,Down
20221031,4G,VTE0601_NONGHAI3,Hatxayfong,AC Power,9,16.2,9,1.8,Down
20221031,4G,VTE0604_NONGHEO,Hatxayfong,AC Power,8,7.866666667,16,0.491666667,Down
20221031,4G,VTE0607_NONGPEAN_TAI,Hatxayfong,AC Power,6,6.8,12,0.566666667,Down
20221031,4G,VTE0608_NONGPEAN_NEUA,Hatxayfong,AC Power,2,2.266666667,4,0.566666667,Down
20221031,4G,VTE0608_NONGPEAN_NEUA,Hatxayfong,OPTIC,2,11.86666667,2,5.933333333,Down
20221031,4G,VTE0609_NONGPHONG,Hatxayfong,AC Power,6,2.1,6,0.35,Down
20221031,4G,VTE0615_PHOSI_HADXAYFONG,Hatxayfong,AC Power,6,2.8,6,0.466666667,Down
20221031,4G,VTE0618_SALAKHAM3,Hatxayfong,AC Power,7,13.65,21,0.65,Down
20221031,4G,VTE0624_SOMSANOOK,Hatxayfong,OPTIC,9,102.15,9,11.35,Down
20221031,4G,VTE0625_THADUA,Hatxayfong,AC Power,6,6.9,12,0.575,Down
20221031,4G,VTE0627_THAKHEK,Hatxayfong,AC Power,6,8.9,18,0.494444444,Down
20221031,4G,VTE0629_THAMOUANG2,Hatxayfong,AC Power,10,5,10,0.5,Down
20221031,4G,VTE0635_THINTHEN,Pak-Ngum,AC Power,6,3.8,6,0.633333333,Down
20221031,4G,VTE0641_XIENGKHUAN2,Hatxayfong,AC Power,5,2.5,5,0.5,Down
20221031,4G,VTE0644_BANKUAYXOR,Sangthong,AC Power,2,18.73333333,4,4.683333333,Down
20221031,4G,VTE0646_HOUYHANG,Sangthong,AC Power,3,1.05,3,0.35,Down
20221031,4G,VTE0648_HOUYKHAM,Sangthong,AC Power,3,1.95,3,0.65,Down
20221031,4G,VTE0655_NALARD,Sangthong,AC Power,5,5.083333333,5,1.016666667,Down
20221031,4G,VTE0664_SANORD,Sangthong,AC Power,6,2.1,6,0.35,Down
20221031,4G,VTE0665_TAOHAI,Sangthong,AC Power,6,6.8,6,1.133333333,Down
20221031,4G,VTE0669_VIEWNAMKHONG,Sangthong,AC Power,3,0.4,3,0.133333333,Down
20221031,4G,VTE0671_XOR,Sangthong,AC Power,6,56.2,12,4.683333333,Down
20221031,4G,VTE0675_BANDON,Pak-Ngum,AC Power,7,66.85,14,4.775,Down
20221031,4G,VTE0679_BANPHAO,Pak-Ngum,AC Power,6,24,12,2,Down
20221031,4G,VTE0680_BANPHAO2,Pak-Ngum,AC Power,9,7.8,9,0.866666667,Down
20221031,4G,VTE0682_DONVANGPHO,Pak-Ngum,AC Power,7,35,28,1.25,Down
20221031,4G,VTE0683_DONGSAN,Pak-Ngum,AC Power,6,13.93333333,10,1.393333333,Down
20221031,4G,VTE0684_DONHAI,Pak-Ngum,AC Power,13,22.13333333,44,0.503030303,Down
20221031,4G,VTE0686_DON_TAI,Pak-Ngum,AC Power,6,14.3,6,2.383333333,Down
20221031,4G,VTE0689_HUANA_THONG,Pak-Ngum,AC Power,3,4.35,3,1.45,Down
20221031,4G,VTE0692_MAKHIEW,Pak-Ngum,AC Power,6,38.8,18,2.155555556,Down
20221031,4G,VTE0693_MAKNAO_NEUA,Pak-Ngum,AC Power,8,27.2,8,3.4,Down
20221031,4G,VTE0695_NABONG2,Pak-Ngum,AC Power,3,4.3,3,1.433333333,Down
20221031,4G,VTE0698_NAKHAY,Pak-Ngum,AC Power,6,2,6,0.333333333,Down
20221031,4G,VTE0699_NALERT,Pak-Ngum,AC Power,6,10.6,12,0.883333333,Down
20221031,4G,VTE0704_NAXA,Pak-Ngum,AC Power,2,2.866666667,4,0.716666667,Down
20221031,4G,VTE0705_NAXONE_PAKNGEUM,Pak-Ngum,EQUIPMENT,6,19.5,6,3.25,Down
20221031,4G,VTE0706_NONBUATHONG_KM40,Xaithani,AC Power,6,3,6,0.5,Down
20221031,4G,VTE0708_NONGKHIED,Pak-Ngum,AC Power,4,11.6,4,2.9,Down
20221031,4G,VTE0710_NONSOUNG,Pak-Ngum,AC Power,2,8.2,6,1.366666667,Down
20221031,4G,VTE0711_NONXAY,Pak-Ngum,AC Power,4,3.8,8,0.475,Down
20221031,4G,VTE0712_PAKNGEUM,Pak-Ngum,AC Power,4,11.6,4,2.9,Down
20221031,4G,VTE0716_PHONKHARM,Pak-Ngum,AC Power,2,2.9,2,1.45,Down
20221031,4G,VTE0718_THAKOK,Pak-Ngum,AC Power,6,57.3,12,4.775,Down
20221031,4G,VTE0721_THINTHIENG,Pak-Ngum,AC Power,6,68.9,12,5.741666667,Down
20221031,4G,VTE0723_XIENGLEANA,Pak-Ngum,AC Power,11,19.98333333,11,1.816666667,Down
20221031,4G,VTE0725_BANNON,Pak-Ngum,AC Power,2,3.633333333,2,1.816666667,Down
20221031,4G,VTE0730_VIENTIANE_LIFE_CENTER,Sisattanak,AC Power,6,3.7,12,0.308333333,Down
20221031,4G,VTE0749_SANGJIENG_MALL,Sikhottabong,AC Power,13,8.45,13,0.65,Down
20221031,4G,VTE0751_LOGISTIC_PARK,Hatxayfong,AC Power,20,28.33333333,40,0.708333333,Down
20221031,4G,VTE0753_RAILWAY_HQ,Xaisettha,AC Power,14,377.0666667,98,3.847619048,Down
20221031,4G,VTE0753_RAILWAY_HQ,Xaisettha,OPTIC,14,38.26666667,14,2.733333333,Down
20221130,2G,VTE0030_NONGPING,Chanthabouri,EQUIPMENT,3,7.25,3,2.416666667,Down
20221130,2G,VTE0049_SIBOUNHEUANG,Chanthabouri,AC Power,3,0.25,3,0.083333333,Down
20221130,2G,VTE0053_SISAWATH,Chanthabouri,AC Power,3,0.25,3,0.083333333,Down
20221130,2G,VTE0069_ANGYAI,Sikhottabong,AC Power,3,4.8,9,0.533333333,Down
20221130,2G,VTE0070_CHAMPAR,Sikhottabong,AC Power,3,16,3,5.333333333,Down
20221130,2G,VTE0072_DONGNASOK_TEMPLE,Sikhottabong,OPTIC,3,13.2,3,4.4,Down
20221130,2G,VTE0094_NEWTOWN,Sikhottabong,AC Power,3,3.55,6,0.591666667,Down
20221130,2G,VTE0095_NONSAVAN,Xaisettha,AC Power,2,6.2,2,3.1,Down
20221130,2G,VTE0097_NONGBUATHONG,Chanthabouri,AC Power,3,1.4,3,0.466666667,Down
20221130,2G,VTE0097_NONGBUATHONG,Chanthabouri,EQUIPMENT,3,4.15,3,1.383333333,Down
20221130,2G,VTE0099_NONGDA,Sikhottabong,AC Power,2,0.966666667,4,0.241666667,Down
20221130,2G,VTE0100_NONGDA2,Sikhottabong,AC Power,2,1.566666667,4,0.391666667,Down
20221130,2G,VTE0102_NONGDUANG_MK,Sikhottabong,OPTIC,3,1.7,3,0.566666667,Down
20221130,2G,VTE0106_NONGNIEWNEW,Sikhottabong,AC Power,3,7.05,3,2.35,Down
20221130,2G,VTE0111_NONGTENGNEUA2,Sikhottabong,AC Power,3,0.8,3,0.266666667,Down
20221130,2G,VTE0115_NONSAWANG,Sikhottabong,AC Power,2,4.766666667,2,2.383333333,Down
20221130,2G,VTE0121_PHONSOMBOUN,Sikhottabong,AC Power,3,6.2,3,2.066666667,Down
20221130,2G,VTE0134_TADTHONG,Sikhottabong,AC Power,3,12.3,6,2.05,Down
20221130,2G,VTE0135_THAMPHA,Sikhottabong,AC Power,2,0.3,2,0.15,Down
20221130,2G,VTE0141_VATKEOPA,Sikhottabong,AC Power,3,0.9,3,0.3,Down
20221130,2G,VTE0146_XAIMONGKHOUN,Naxaythong,AC Power,3,0.35,3,0.116666667,Down
20221130,2G,VTE0155_AMONE,Xaisettha,AC Power,3,1.65,3,0.55,Down
20221130,2G,VTE0174_HONGSUPHAP,Xaisettha,AC Power,3,14.85,3,4.95,Down
20221130,2G,VTE0176_HORSAPHA,Xaisettha,AC Power,3,0.25,3,0.083333333,Down
20221130,2G,VTE0181_ITECC_OUTDOOR,Xaisettha,AC Power,2,2.633333333,4,0.658333333,Down
20221130,2G,VTE0182_KHAMNGOI,Xaisettha,AC Power,3,1.65,3,0.55,Down
20221130,2G,VTE0182_KHAMNGOI,Xaisettha,OPTIC,3,0.7,3,0.233333333,Down
20221130,2G,VTE0195_NAKOUY,Xaisettha,OPTIC,3,2.8,3,0.933333333,Down
20221130,2G,VTE0197_NAKOUY3,Xaisettha,AC Power,3,5.25,3,1.75,Down
20221130,2G,VTE0223_SAMKHE2,Xaisettha,AC Power,3,8.55,6,1.425,Down
20221130,2G,VTE0238_XIENGDA,Xaisettha,AC Power,3,0.55,3,0.183333333,Down
20221130,2G,VTE0249_BUS_STATION,Sisattanak,AC Power,3,0.85,3,0.283333333,Down
20221130,2G,VTE0260_DONGSAVAT,Sisattanak,AC Power,3,4.45,6,0.741666667,Down
20221130,2G,VTE0270_HOSPITAL103,Sisattanak,AC Power,3,7.85,12,0.654166667,Down
20221130,2G,VTE0285_PHONPAPAO_SUPPHA,Sisattanak,AC Power,3,8.9,9,0.988888889,Down
20221130,2G,VTE0307_THONGKANG2_KETLAO,Sisattanak,AC Power,2,2.766666667,2,1.383333333,Down
20221130,2G,VTE0323_CHEANGSAWANG,Naxaythong,AC Power,3,7.6,3,2.533333333,Down
20221130,2G,VTE0333_HINKHANNA,Naxaythong,AC Power,3,39.3,3,13.1,Down
20221130,2G,VTE0343_NAKHOUN,Naxaythong,AC Power,3,7.75,9,0.861111111,Down
20221130,2G,VTE0350_NAMXUANG,Naxaythong,AC Power,3,4.4,12,0.366666667,Down
20221130,2G,VTE0355_NATHON,Naxaythong,AC Power,3,3.3,3,1.1,Down
20221130,2G,VTE0382_SEANDIN,Naxaythong,AC Power,3,6.35,9,0.705555556,Down
20221130,2G,VTE0399_DONGBANG,Xaithani,TRANS,3,14.2,3,4.733333333,Down
20221130,2G,VTE0400_DONGBANG2,Xaithani,TRANS,3,14.2,3,4.733333333,Down
20221130,2G,VTE0407_DONGSANGHIN,Xaithani,AC Power,3,4.25,6,0.708333333,Down
20221130,2G,VTE0415_DONTIOU,Xaithani,EQUIPMENT,3,7.45,3,2.483333333,Down
20221130,2G,VTE0421_HADKIENG,Xaithani,TRANS,3,46.15,6,7.691666667,Down
20221130,2G,VTE0427_KM23_JUDSUN,Xaithani,OPTIC,3,20.1,3,6.7,Down
20221130,2G,VTE0462_NAPHOK,Xaithani,TRANS,3,14.45,3,4.816666667,Down
20221130,2G,VTE0464_NATHOM,Xaithani,AC Power,3,0.6,3,0.2,Down
20221130,2G,VTE0464_NATHOM,Xaithani,OPTIC,3,1.35,3,0.45,Down
20221130,2G,VTE0473_NONBUA,Xaithani,AC Power,3,37.25,9,4.138888889,Down
20221130,2G,VTE0474_NONGKHENG,Xaithani,AC Power,2,0.8,2,0.4,Down
20221130,2G,VTE0474_NONGKHENG,Xaithani,OPTIC,2,1.566666667,2,0.783333333,Down
20221130,2G,VTE0491_NUOL,Xaithani,AC Power,3,1.25,3,0.416666667,Down
20221130,2G,VTE0491_NUOL,Xaithani,OPTIC,3,6.6,3,2.2,Down
20221130,2G,VTE0507_PHONNGARM_THADINDENG,Xaithani,AC Power,3,4.75,3,1.583333333,Down
20221130,2G,VTE0507_PHONNGARM_THADINDENG,Xaithani,TRANS,3,14.2,3,4.733333333,Down
20221130,2G,VTE0510_PHONPHENG,Xaithani,AC Power,3,0.85,3,0.283333333,Down
20221130,2G,VTE0540_THADINDENG,Xaithani,AC Power,1,3.183333333,1,3.183333333,Down
20221130,2G,VTE0540_THADINDENG,Xaithani,TRANS,1,4.766666667,1,4.766666667,Down
20221130,2G,VTE0541_THADORKKHAM,Xaithani,TRANS,3,13.95,3,4.65,Down
20221130,2G,VTE0576_DONGPHONHEA,Hatxayfong,OPTIC,3,4.6,3,1.533333333,Down
20221130,2G,VTE0582_HADXAYKHAO,Hatxayfong,AC Power,2,4.2,2,2.1,Down
20221130,2G,VTE0588_KEANGYANG,Hatxayfong,AC Power,3,2.85,6,0.475,Down
20221130,2G,VTE0604_NONGHEO,Hatxayfong,AC Power,3,2.45,3,0.816666667,Down
20221130,2G,VTE0622_SITHAN_TAI,Hatxayfong,AC Power,3,10.55,9,1.172222222,Down
20221130,2G,VTE0624_SOMSANOOK,Hatxayfong,AC Power,3,1.4,3,0.466666667,Down
20221130,2G,VTE0634_THINPEER,Hatxayfong,AC Power,3,3.1,3,1.033333333,Down
20221130,2G,VTE0638_XAYFONG_NEUA,Hatxayfong,AC Power,3,5.75,3,1.916666667,Down
20221130,2G,VTE0643_BANKOUA,Sangthong,OPTIC,2,0.7,2,0.35,Down
20221130,2G,VTE0646_HOUYHANG,Sangthong,AC Power,2,1.4,2,0.7,Down
20221130,2G,VTE0649_HOUYLAR,Sangthong,AC Power,2,0.633333333,2,0.316666667,Down
20221130,2G,VTE0651_KHOKPEUNG,Sangthong,AC Power,3,3.25,6,0.541666667,Down
20221130,2G,VTE0661_SAKAI,Sangthong,EQUIPMENT,3,25.55,6,4.258333333,Down
20221130,2G,VTE0661_SAKAI,Sangthong,OPTIC,3,1.85,3,0.616666667,Down
20221130,2G,VTE0668_VANGMAR,sangthong,AC Power,3,1.8,3,0.6,Down
20221130,2G,VTE0679_BANPHAO,Pak-Ngum,AC Power,3,2.8,3,0.933333333,Down
20221130,2G,VTE0681_BORLEK,Pak-Ngum,BTS,3,11,3,3.666666667,Down
20221130,2G,VTE0681_BORLEK,Pak-Ngum,EQUIPMENT,3,18.85,6,3.141666667,Down
20221130,2G,VTE0684_DONHAI,Pak-Ngum,AC Power,3,2.8,3,0.933333333,Down
20221130,2G,VTE0686_DON_TAI,Pak-Ngum,AC Power,3,1.8,3,0.6,Down
20221130,2G,VTE0686_DON_TAI,Pak-Ngum,OPTIC,3,9.6,3,3.2,Down
20221130,2G,VTE0689_HUANA_THONG,Pak-Ngum,AC Power,3,7.05,3,2.35,Down
20221130,2G,VTE0694_NABONG,Pak-Ngum,AC Power,3,20.5,3,6.833333333,Down
20221130,2G,VTE0699_NALERT,Pak-Ngum,AC Power,3,0.7,3,0.233333333,Down
20221130,2G,VTE0700_NANGARM_MAI,Pak-Ngum,AC Power,3,11.2,6,1.866666667,Down
20221130,2G,VTE0708_NONGKHIED,Pak-Ngum,AC Power,3,4.05,6,0.675,Down
20221130,2G,VTE0708_NONGKHIED,Pak-Ngum,OPTIC,3,14.9,3,4.966666667,Down
20221130,2G,VTE0712_PAKNGEUM,Pak-Ngum,AC Power,3,4.05,6,0.675,Down
20221130,2G,VTE0712_PAKNGEUM,Pak-Ngum,OPTIC,3,14.9,3,4.966666667,Down
20221130,2G,VTE0722_THOUNLUA,Pak-Ngum,AC Power,3,2.8,3,0.933333333,Down
20221130,2G,VTE0722_THOUNLUA,Pak-Ngum,OPTIC,3,2.15,3,0.716666667,Down
20221130,2G,VTE0723_XIENGLEANA,Pak-Ngum,AC Power,3,4.05,6,0.675,Down
20221130,2G,VTE0758_SALAPHANHONG,Xaisettha,OPTIC,4,13.26666667,8,1.658333333,Down
20221130,3G,VTE0018_HOSPITAL150,Chanthabouri,AC Power,14,15.4,28,0.55,Down
20221130,3G,VTE0038_PHONSAWANG,Chanthabouri,AC Power,6,3.8,6,0.633333333,Down
20221130,3G,VTE0055_SOUKSAVATH_SC,Chanthabouri,AC Power,6,1.3,6,0.216666667,Down
20221130,3G,VTE0062_TURECOFFE,Chanthabouri,AC Power,14,24.26666667,14,1.733333333,Down
20221130,3G,VTE0063_VIENTIANE_COLLEGE,Xaisettha,BTS,8,6.666666667,8,0.833333333,Down
20221130,3G,VTE0064_WATCHAN,Chanthabouri,AC Power,12,52.3,42,1.245238095,Down
20221130,3G,VTE0064_WATCHAN,Chanthabouri,EQUIPMENT,6,10.9,6,1.816666667,Down
20221130,3G,VTE0069_ANGYAI,Sikhottabong,AC Power,6,5.4,12,0.45,Down
20221130,3G,VTE0070_CHAMPAR,Sikhottabong,AC Power,12,64,12,5.333333333,Down
20221130,3G,VTE0072_DONGNASOK_TEMPLE,Sikhottabong,OPTIC,8,35.2,8,4.4,Down
20221130,3G,VTE0075_GOLF_CLUB,Sikhottabong,AC Power,6,1,6,0.166666667,Down
20221130,3G,VTE0079_JUDSUN_ARMY2,Naxaythong,AC Power,4,3.666666667,4,0.916666667,Down
20221130,3G,VTE0082_KONGVIEW_RT,Sikhottabong,AC Power,6,6.3,6,1.05,Down
20221130,3G,VTE0082_KONGVIEW_RT,Sikhottabong,OPTIC,6,28.4,12,2.366666667,Down
20221130,3G,VTE0083_LAKHINE,Sikhottabong,AC Power,6,1.7,6,0.283333333,Down
20221130,3G,VTE0084_LTC_VIP_HOUSE,Chanthabouri,AC Power,2,1.666666667,4,0.416666667,Down
20221130,3G,VTE0085_MEKONGBEACH,Sikhottabong,OPTIC,6,46.2,6,7.7,Down
20221130,3G,VTE0094_NEWTOWN,Sikhottabong,AC Power,8,9.466666667,16,0.591666667,Down
20221130,3G,VTE0095_NONSAVAN,Xaisettha,AC Power,4,12.4,4,3.1,Down
20221130,3G,VTE0096_NONGBEUK_MK,Sikhottabong,CHANGE,6,10.5,6,1.75,Down
20221130,3G,VTE0097_NONGBUATHONG,Chanthabouri,AC Power,6,5,12,0.416666667,Down
20221130,3G,VTE0098_NONGBUATHONGTAI,Sikhottabong,AC Power,6,5,12,0.416666667,Down
20221130,3G,VTE0099_NONGDA,Sikhottabong,AC Power,6,3.6,18,0.2,Down
20221130,3G,VTE0100_NONGDA2,Sikhottabong,AC Power,6,4.7,12,0.391666667,Down
20221130,3G,VTE0102_NONGDUANG_MK,Sikhottabong,OPTIC,6,7.6,6,1.266666667,Down
